Job_Id,Job Title,Job Description,salary
210,Data Scientist,"One of the worldâ€™s leading financial consultative service providers are looking for Data Sceintists to join their team. The Company provides financial advisory and consultations to more than 4,500 clients in more than 35 countries, worldwide.

Job Description

Maintaining business excellence for us means the acquisition of new talent that are experts in new technologies and sciences.

We are looking for an experienced Data Scientist to join our team of technologists and data scientists to help us deliver data-driven solutions to our clients.

We are looking for someone with experience in using machine learning and natural language processing technologies to isolate, identify and utilize relevant data and help in designing and implementing new technologies and solutions to both simple and complex financial problems.

Roles & Responsibilities
Liaise with clients and our senior management team to understand client needs
Identify and process various sources of client/third-party financial data
Analyse sets of data to identify structures, patterns and trends
Use patterns in data to propose solutions and strategies for client problems
Create and present findings to senior management team and other stakeholders, as and when required
Collaborate with our technical team to design and implement automated data collection tools/processes, using predictive analytics and machine learning algorithms
Collaborate with our product development team to make recommendations for service improvements
Essential Requirements
5+ years of relevant experience (e.g. Data Scientist, Data Analyst, Statistician, Economist, etc.)
Working knowledge of machine learning algorithms and technologies
A great knowledge and/or experience of business intelligence tools (e.g. VBA, SQL, Tableau, etc.)
MSc or higher in Data Science, Statistics, Economics or a related field
Experience delivering agile solutions to various small and large clients
Strong problem-solving skills
Excellent attention to detail
Impeccable listening skills
Excellent verbal and written communication skills
Able to create and maintain strong working relationships with both internal and external colleagues and clients
Great planning and organisational skills
A desire for continuous learning and professional improvement
Desirable Skills
Experience working within the financial services (or similar) sector
Knowledge of cloud computing technologies (MS Azure, Amazon AWS, etc.)
A working knowledge of Python programming
Experience providing advisory or consultation services to client
Benefits
Competitive salary
Work-from-home Scheme
Fully funded training courses available
Apply directly at: https://prolancer.com/jobs/send-proposal/298

Job Types: Full-time, Contract

Salary: $60,000.00 to $75,000.00 /year

Work Remotely:
Yes",133
211,Data Scientist Product Manager,"The Role

As a Data Scientist Product Manager you will be the bridge and connector of our Products and Data teams. You will use data to develop product roadmaps and drive business value projects with different business stakeholders. You will be able to effectively communicate product vision driven by data, and evangelize the vision and accomplishments of the Data Science Team across Thrasio. This job requires dealing with advanced statistical concepts on a daily basis. If that is exciting, this is the job for you.

You are a Product Manager who has always used data to drive decisions!

You will
Manage and own Data Science Team roadmap and help quantify business value of projects.
Gather stakeholder requirements for data science projects and help translate them into actionable steps for project members.
Set and communicate product vision across the organization.
Manage technical efforts and interface between Data Scientists, Software Engineers, and the Thrasio organization. You will help in supporting the productionization of data science projects.
Evangelize data science to the broader organization to ensure project buy-in. Bridge the gap between technical and non-technical stakeholders.
Work with assorted teams, including analytics to ensure data quality both going in and coming out of Data Science models and other products.
Push the Data Scientists to achieve higher quality results by keeping modelling efforts grounded in business needs and ensuring that mathematical modelling methods are appropriate for a given solution.
Develop appropriate training materials for data science tools and ensure that the tools are fully documented
Create and curate tasks for software engineers
What you bring to the party
4+ years of product management experience is an absolute requirement along with cross functional project management
Ability to translate between business and technical requirements
Experience building and evaluating data driven models
Proven ability to collaborate and work across an organization building high functioning partnerships that perpetuate a collaborative work environment
Familiarity with database, visualization, and data science tools e.g. SQL, Python, APIs
Must be able to garner and hold the respect of the Data Scientists Team
Conferred Bachelor of Science or Arts or equivalent work experience
Work onsite at Thrasio's NYC (Penn Station area) post pandemic
Ability to work independently and/or within a collaborative team structure
Affable and collaborative teammate who thrives within an inclusive team and company where individual choices are respected and supportive
Highly organized with critical attention to details, along with good time and priority task management
Strong communication skills in two parts: 1.) very strong writing skills utilizing the rules of English grammar; 2.) verbally clear, concise, and grammatically correct oral (speaking) communication skills in English
Plusses, not required
Conferred Master or Ph.D. degree
Proficient in one additional language other than English, such as (but not limited to), French, Spanish, Portuguese, German, Dutch, Italian, Russian, Korean, Japanese, Mandarin, Vietnamese, etc",133
212,"Senior Data Scientist, Real World Evidence","We're looking for a Senior Data Scientist to join our Data Insights team and help us accomplish our mission of improving lives by learning from the experience of every cancer patient. Here's what you need to know about the role, our team and why Flatiron Health is the right next step in your career.

What you will do

Data Insights is a diverse and talented team with strong expertise in discovering, prototyping and launching new data products. As a Senior Data Scientist on this team, you will define data strategy, drive technical execution, and help us create the next generation of our real-world evidence data products.

You will be embedded on a newly formed team within our Real World Evidence business line. This team is focused on developing new research variables and analytic models that can advance our data products. You will be tasked with curating high quality clinical research variables from structured and unstructured data sources using creative data science approaches. Youll then work cross-functionally with software engineers, quantitative scientists and oncologists to productionize and validate these new variables, and ultimately empower our Life Science customers to do higher quality research with real-world data. All throughout this process youll contribute to the data science tools and platforms that scale our teams ability to unlock new value from Flatiron data.

To do that, you will:

Immerse yourself in the technical and clinical contexts that inform how health information is documented at the point of care

a wide range of data science techniques to iteratively prototype new approaches to turn raw clinical data into high quality research variables

Rapidly iterate on early stage products where a hybrid skill set of product intuition, customer empathy and technical expertise is essential

Develop analytical tools that scale our teams ability to derive novel insights from Flatirons data

Do this all while mentoring team members and guiding them to tackle bigger and more complex problems

Who You Are

You are an entrepreneurial, customer-focused data scientist, experienced in driving new data capabilities. You are excited by the prospect of tackling meaningful problems each and every day. You are a kind, passionate and collaborative problem-solver who seeks and gives candid feedback, and values the chance to make a real impact on peoples lives. In addition:

You have an advanced degree in a quantitative field &/or have a minimum of 4 years of working experience in an analytical and technical capacity.

You have experience in or are excited to learn to apply a broad spectrum of techniques from data science and machine learning to solve complex clinical or business problems.

You have worked with open source data science tools and languages (R/Python) and are interested in contributing to them yourself (bonus points for experience doing so!)

You are value-oriented and practical in how you apply data to problems, and understand what it takes to build sustainable products at scale

You already exemplify Flatiron values and are eager to be a cultural champion for them: you are vocally self-critical, willing to sit on the floor, and focused on solving problems that matter

Why You Should Join Our Team

A career at Flatiron is a chance to work with everyone involved in the future of cancer care and researchall under one roof. Researchers, data scientists, designers, clinicians, technologists and many more all work together to improve cancer care and accelerate research.

At Flatiron, we strive to build and maintain an environment where employees from all backgrounds are valued, respected and have the opportunity to succeed. You'll also find a culture of continuous learning, broad and inclusive employee support offerings, and a commitment to supporting our team members in all aspects of their livesat home, at work and everywhere in between. We offer:

Flatiron University training curriculum which includes presentation skills, meeting mastery, coding languages and more

Career coaching opportunities

Hackathons for all employees (not just our engineers!)

Professional development benefits for attending conferences, industry events and external courses

Work/life autonomy via flexible work hours and flexible paid time off

Generous parental leave (16 weeks for either parent)

Back-up child care

Flatiron-sponsored fitness classes

Flatiron Health is proud to be an Equal Employment Opportunity employer.

We do not discriminate based upon race, religion, color, national origin, gender (including pregnancy, childbirth, or related medical conditions), sexual orientation, gender identity, gender expression, age, status as a protected veteran, status as an individual with a disability, or other applicable legally protected characteristics.",133
213,Data Scientist/Python Developer,"Looking for a Senior Data Scientist/Python Developer for a top investment bank located in Manhattan, NY.

My client is looking for a senior candidate to define models that can identify different revenue opportunities across different banking products and then build the models and necessary technical infrastructure to automate execution of these models.

10+ years of expertise in Python, Hadoop, Data Science are the key requirements.",133
214,"Software Engineer - Data Engineering, Finance Products","As a member of our Data Engineering team, youâ€™ll sit with a diverse team of software engineers, data scientists and business analysts, working closely with your team to turn complex sources into understandable data. The data sets, pipelines and tools that you build will be involved in pivotal, company-level decisions for years to come. Not only that, but youâ€™ll work on a team where constant learning and team-wide knowledge sharing is a core part of our culture. You will report to our Team Lead, Data Engineering in our NYC Headquarters.

RESPONSIBILITIES
Build and maintain data processing services
Write, test, and review primarily microbatch or streaming ETL
Continuously improve of our system, tests, and data quality indicators
Guide our technical decisions
Keep yourself up-to-date and informed about new technologies
Encourage the technical growth of your teammates
QUALIFICATIONS
Experience working with SQL
Experience working with financial systems is a plus
You love working directly with the people whose problems you're solving
You are experienced at data modeling, storage, security, and retrieval
You enjoy working with dynamic programming languages, relational databases, and distributed systems. Our platform is ever-evolving, but currently is a combination of Python, Java, Postgres, Kubernetes, Spark, Presto, Kafka, and Mongo
You gain a deep understanding of the products and tools you work with
2+ years of industry experience
About Squarespace

Squarespace makes beautiful products to help people with creative ideas succeed. By blending elegant design and sophisticated engineering, we empower millions of people â€” from individuals and local artists to entrepreneurs shaping the worldâ€™s most iconic businesses â€” to share their stories with the world. Squarespaceâ€™s team of more than 1,100 is headquartered in downtown New York City, with offices in Dublin and Portland. For more information, visit www.squarespace.com/about.

Benefits & Perks
Health insurance with 100% premium covered for you and your dependent children
Flexible vacation & paid time off
Up to 20 weeks of paid family leave
Equity plan for all employees
Retirement benefits with employer match
Fertility and adoption benefits
Free lunch and snacks at all offices
Education reimbursement
Dog-friendly workplace in New York office
Commuter benefit in the form of reduced tax (Ireland) and pretax (US)
Today, more than a million people around the globe use Squarespace to share different perspectives and experiences with the world. Not only do we embrace and celebrate the diversity of our customer base, but we also strive for the same in our employees. At Squarespace, we are committed to equal employment opportunity regardless of race, color, ethnicity, ancestry, religion, national origin, gender, sex, gender identity or expression, sexual orientation, age, citizenship, marital or parental status, disability, veteran status, or other class protected by applicable law. We are proud to be an equal opportunity workplace.",133
215,Senior Data Scientist,"Summary

Weâ€™re looking for a senior data scientist to drive our data science and analytics group forward! Youâ€™ll be joining a group of curious, smart, technically minded yet business savvy data scientists and analysts looking to make a difference to the company by designing and building out our data decisioning capabilities from the ground up!

As a senior data scientist, youâ€™ll work collaboratively with our business, operations, analytics, and IT teams. Youâ€™ll be responsible for conceptualizing, designing and building out decision making products for our business in the spaces of marketing / lead gen, business operations, and customer retention.
Our ideal candidate is excited to join our fast-paced culture and is excited to contribute to our growing data science practice!

What we do:
We achieve competitive advantage through data-driven marketing and full management of the customer experience. Weâ€™re constantly refining our technology and our strategies, thatâ€™s why weâ€™re the industry leader in delivering the best results to the top insurance brands in America.

Thatâ€™s not just lip service either, weâ€™re consistently awarded partner of the year from brands like AFLAC, Humana, and more. Our work has also been featured on The Dr. Oz Show, Forbes, and Vox -- to name a few.

What youâ€™ll do:
Find new and improved ways for us to use data in our products, operations, and business strategies
Lead new projects and initiatives starting from understanding business to carrying out projects and presenting to stakeholders.
Design and execute data products in marketing, business operations, and customer retention spaces
Act as a subject matter expert with all things data
Work to build out the data science team as we grow

What weâ€™re looking for:
We want people who fit within our Be Real culture. We want a diversity of programmers and writers and designers and data scientists and strategists and more. Weâ€™re made up of introverts and extroverts, suits and rebels, corporate types and anti-corporate types. Weâ€™re an environment where every person feels their full potential is only limited by their ability to conceive of it and make it happen. Our company grew from entrepreneurial roots but has big company resources to get amazing things done.
5 years of experience in a data science role, building predictive algorithms and data products ideally related to marketing, business operations, or customer retention
Ability to execute projects from problem formulation to influencing stakeholders.
Excellent understanding of machine learning techniques and algorithms such as decision forests, logistic regression, k-means clustering, etc.
Ability to communicate findings clearly and deep understanding of your current business
Proficiency with Python, SQL, Excel, and data visualization tools (Tableau, Power BI, etc.)
Experience with big data platform (i.e. Hadoop)
Intensely curious â€“ always asking questions and not being OK with the status quo. Obsessed with making things better and more efficient.
A lifelong learner that is excited to learn new data science technologies and apply those to technologies to our business
Ability to be objective and follow the facts, cut through noise and create a story with data.
Strong organizational skills including time and project management
Thrives in a fast-paced environment that is constantly changing
BS/MS in a quantitative field (Computer Science, Engineering, Mathematics, Statistics, etc.)

EOE, including disability/vets",133
216,Intern- Martech & Data Consulting,"Agency :

Havas Media New York

Job Description Summary :

2020 Havas Media Summer Internship Program - MarTech & Data Consulting

Are you interested in data? Are you curious about the strategy behind data capture? Do you have some web development experience but not interested in a development role?
If so, we would love to connect with you!
Havas Media is the lead agency in the worldâ€™s fastest growing media group.
We operate in 144 countries and employ more than 20,000 talented individuals worldwide who specialize in digital, data, content, sports, experiential and more.
We shine as individuals and excel when working together as part of a collaborative force.
Our core strengths here at Havas Media lie in our ability to unite brands and people through meaningful connections and to drive business success.
Our interns come from various backgrounds, with and without Media experience. They bring qualities such as intellectual curiosity, problem-solving skills, determination, and a LOVE for numbers.

Job Description :

Details

The Summer Program is a full-time, 10-week internship that runs June 1st, 2020 â€“ August 7th, 2020.

Students are expected to intern for 40 hours per week with their assigned department and will have the opportunity to work on actual client accounts.

Interns are exposed to a range of clients, projects, and responsibilities. You will be working with a team of talented individuals in Analytics, Media, and Strategy to help drive results for our clients. Your activities will include:

About You
Strategic thinker with technical foundation
HTML, JavaScript, & SQL experience
A general curiosity and interest in marketing, data strategy, & ad/marketing technology
Responsibilities
Tagging implementation on websites through tag management solutions
Data Management Platform (DMP) work such as use case developments, segment creation, and destination mapping
POVs on various topics within the data & technology space that can be useful for internal teams and clients
Strategy around developing tech stacks and the different marketing & ad technology that clients can leverage
Want to get in on the excitement?
Submit a copy of your resume
You must be a rising Senior or Graduate Student.
MUST HAVE knowledge of advanced Excel functions (Pivot tables, v-lookups, etc.)
Skills :

Contract Type :

Intern

Here at Havas across the group we pride ourselves on being committed to offering equal opportunities to all potential employees and have zero tolerance for discrimination. We are an equal opportunity employer and welcome applicants irrespective of age, sex, race, ethnicity, disability and other factors that have no bearing on an individualâ€™s ability to perform their job.

Due to high volume of applications, only eligible or matching candidates will be contacted by us.",133
217,Data Engineer,"Data Engineering at B12

B12's engineering team views software as a craft, but improving the world as the reason to practice it. Our engineers are responsible for prioritizing, conceptualizing, co-designing, building, testing, and engaging users for any concept we are building out. We're generalists in encouraging each other to experience the full stack, but we're also aware of each other's preferences in the stack. We mentor and teach where we can, both inside and outside of the company.

We value sharing our work with the outside world. Our team has published papers on forming expert flash teams and machine-mediated worker hierarchies. We've baked our research into Orchestra, the system that coordinates our expert and machine teams, and released Orchestra into open source to contribute our software back to the community.

We're looking for a Data Engineer to help us answer critical questions our business faces while improving our data systems and architecture to support greater variety, volume, and velocity of data and data sources. We hope our engineers have more longevity than any one tool we use, but here is a sampling of our current thoughts about technology:
We build our product on Python/Django and JavaScript/React.
We store blobs in Amazon's S3, munch on them in Amazon's EC2, develop in Docker, and deploy containers to Amazon's Elastic Beanstalk.
We believe Postgres should be the first system you consider when you think about persisting structured data.
We religiously clean and centralize data in Amazon's Redshift, and are able to answer most any question in SQL. We recently wrote our 1000th query in Metabase!
Before building complex statistical machine learning models, we build simple ones we can understand. Rarely, we build complex models.
We have near-full test coverage on the backend, and are making progress on our frontend and integration tests.
We set up continuous integration and deployment because, while this model comes with its own pains, we've disliked being on fixed release schedules on previous projects.
We like to move fast and support point-in-time recovery :).
As a Data Engineer, you will
Collaborate with operational teams including sales, marketing, and customer success.
Contribute to infrastructure that enables and informs B12's analytical efforts.
Write SQL queries and reusable views that enable various analyses including funnel, retention, and performance reporting.
Use Python to clean data, send it to various systems including our data warehouse and operational services, and perform feature engineering to power the creation of predictive models.
Build rules-based models and statistical machine learning models in Python using packages like scikit-learn.
You'd be a good fit if
You are fluent in SQL and Python.
You have experience building and using data infrastructure, including systems like Postgres and Redshift.
You've used reporting tools like Metabase, Tableau, or Looker in the past.
You know that no dataset is ever pristine, but love to interrogate, structure, and clean data.
You've contributed to extract-transform-load pipelines to collect data from disparate sources and centralize them in a data warehouse.
You feel comfortable managing your time and deciding amongst competing priorities.
You have worked with non-engineering teams and are comfortable explaining technical solutions to them.
You are passionate about the future of work.
You enjoy learning and teaching.
You have strong written and verbal communication skills in English.
You care about and want to contribute to our mission of helping people do meaningful work.
Don't fear
We don't have a minimum number of years of experience for this role. We highly favor talent and interest.
Some candidates may see this list and feel discouraged because they don't match all the items. Please apply anyway: there's a good chance you're more wonderful than you think you are.
B12 is a safe place for human beings. We are dedicated to building a diverse and inclusive team with a wide range of backgrounds and experiences, each helping us understand our customers better, and strengthen our team. We particularly encourage you to apply if you identify as a woman, are a person of color or other underrepresented minority, or are a member of the LGBTQIA community.
How to apply


Please provide:
A pointer to your CV, resume, LinkedIn profile, or any other summary of your career so far.
Some informal text introducing yourself and what you are excited about.
If you have a profile on websites like GitHub or other repositories of open source software, you can provide that as well. If you don't have one, it's still very possible for us to get along just fine!",133
218,Data Scientist,"The Data Scientist shall have at least a Masterrsquos degree in data science, statistical analysis, machine learning, or related fields and seven (7) years relevant experience in research, organizational and business analyses, predictive analysis, and deep learning development with preference for experience running big data projects for the federal government or at least 24 semester hours in a combination of operations research, mathematics, probability, statistics, mathematical logic, science, or subject-matter courses requiring substantial competence in college level mathematics or statistics.Education may be a substitute for years of experience. oDemonstrate applying appropriate methods in order to mathematically formulate and examine statistical associations between variables within a data set using R or Python oConceptualize, plan, design, and develop deep learningartificial intelligence algorithms for multi-objective optimization and decision-making tools focused on solving resource allocationprioritization problems. oExperience implementing the following libraries in R h2o, Keras and mlr andor the following libraries in Python TensorFlow, PyTorch and mpi4py. oExperience implementing the Data Analysis Epicycle and skilled in performing multiple correspondence analysis (MCA), principal component analysis (PCA), and association rule mining. oAbility to develop algorithms in a High-Performance Computing (HPC) environment using custom multi-core desktop computers and Microsoft MPI oProduce executive level summary reportsbriefings of algorithm results using R Markdown or Jupyter Notebook. oUtilizeMS Access to perform queries and analyses oUtilizeMS Excel to perform analyses to produce reports oUtilizeMS PowerPoint to produce reports oUtilizeMS Word to produce reports oUtilizeR(COT statistical analysis program)to perform analyses",133
219,Senior Data Scientist,"Job Description
Would you, as a Senior Data Scientist, like to start a new R&D Data Science team housed within a leading global reinsurance specialist? How about being our 'Tech Lead' and building out your own team where you'll use bleeding-edge Machine Learning techniques and tools?

What's The Job?

You will be tasked with building out our new R&D Data Team inside our Data Science Center of Excellence. As our 'Tech Lead' you will be our point-person for driving our team forward, hiring the best Data professionals, and ensure our high standards are met every day.

As a Senior Data Scientist, you will have access to Big Data from a company with a global reach, and use the very latest in Machine Learning & Deep Learning techniques. We have a big focus on NLP right now, so being excited to extract Data-Driven Insights using NLP will be a big benefit.

We operate in a startup type environment, we move fast and are always looking to innovate. We solve real business problems that effect the bottom line so your efforts will have a tangible impact on progressing our business. We don't like out models to sit on the shelf, you'll produce the prototypes then put them into production to see your work in action.

You will report directly to our Director of Data Strategy, and work closely together to build the next generation of Data products.

Who Are We?

We are a 100-year-old reinsurance company that is part of one of the largest corporate conglomerates in the world. We are located in Midtown Manhattan, and we have over 60,000 employees with nearly 100 offices around the world. We are extremely profitable (over $1 billion in revenue last year) and very stable, and a great company for those interested in work-life balance and quality-of-life perks.

What Are We Looking For?
Masters Degree or PhD in Computer Science or STEM field.
Statistical / Math background preferred.
Production level experience with modern Machine Learning tools and techniques.
Production level NLP experience.
Knowledge of Deep Learning techniques.
Python is your preferred language.
You have engineering fundamentals and built products in the past.
Experience with CI/CD pipelines for automated testing.
Experience using Spark with Big Data is a big plus.
Compensation:
$150,000 - $170,000
Bonus
Robust Full Benefits Package",133
220,"Senior Scientist, Computational Biology","Icahn School of Medicine at Mount Sinai Department of Genetics and Genomic Science and Columbia University in New York City invite applications for a senior research scientist position to perform computational biology/bioinformatics research on human healthy aging. This position is jointly sponsored by Drs. Tu (ISMMS) and Suhâ€™s groups (Columbia) to work on collaborative projects to use big-data and Artificial Intelligence approach to address unmet scientific questions in human healthy aging, longevity and age-related diseases. The two groups work closely on developing computational methods to best leverage the large-scale emerging biomedical data generated at Mount Sinai/Columbia and existed in the public domain and using state-of-the-art experimental approaches to validate and further investigate the mechanisms of the findings derived from computational inference. The ultimate goal is to better understand human aging and its link to age-related diseases and eventually find novel interventions to extend human healthspan. The position offers highly competitive compensation commensurate with experience and will also enable the candidate to continue to build his/her academic record for career development.

Job responsibilities:
Design and develop computational analytical pipelines to work on big genomic/genetic data to gain novel insights and derive testable hypothesis in the field of human aging, longevity and age-related diseases
Drive and/or participate in the preparation of manuscripts, grants, and presentations.
Requirements:
Ph.D. in computational biology, bioinformatics, computer science, math/statistics, or other related quantitative discipline.
Ideal candidate should have 1-3 years postdoctoral training working on analyzing biological omics data
Outstanding fresh Ph.D. will also be considered
Team oriented with abilities to think creatively and work independently.
Excellent written and verbal communication skills with good publication record.
Fluent in at least one and be familiar with several programming/scripting languages such as R, Matlab, Python/Jupyter, Perl, Unix.
Previous training in machine learning, statistical modeling, deep learning, and NGS genomic analysis is a big plus.
Some exposure to basic molecular biology and human genetics is a plus.
Interested candidates should submit CV and names with contact information of three referees to Dr. Zhidong Tu ( zhidong.tu@mssm dot edu).",133
221,Senior Data Scientist,"Senior Data Scientist
If you are a Senior Data Scientist with experience, please read on!

Location: NYC (Working from home right now)
Full Time/Direct Hire

We are looking for an outstanding senior data scientist who loves the intersection of data, product and user experience. The ideal candidate is a self starter, focused on impact with a hunger to drive the understanding, growth and success of our company. You will be reporting directly to the head of product, and collaborate closely with our CEO and founders.
Top Reasons to Work with Us
- Competitive salary and stock options
- Comprehensive health, dental and vision plans
- Flexible vacation days
- Outfit your home office with the gear you need to work effectively
- Regular team retreats (...to be continued post-covid)
- Regular game nights and other fun activities (... in the mean time)
- Office in Manhattan with direct views of the High Line
What You Will Be Doing
- Define and analyze metrics that inform the success of our features and products
- Use your expertise in quantitative analysis and see beyond the numbers to understand how people use our products; uncover barriers for adoption and identify opportunities to drive further growth and retention
- Help us iterate and improve our products by keeping an eye on opportunities, trends and challenges in our market and overall eco-system
- Communicate the status of our growth, adoption, results of experiments and more - effectively to the rest of the team
- Help us ruthlessly prioritize and focus on the most impactful ideas
- Partner with engineering and design to ideate and implement product changes that drive growth
What You Need for this Position
- 5+ years of experience doing quantitative analysis
- 5+ years of experience working collaboratively with engineering and design
- 5+ years experience running product optimizations and growth efforts
- Experience in manipulating data sets through statistical software or other methods.
- Experience in making analytical, data-driven decisions and communicating the results of analyses.
- Knowledge of statistics (e.g., hypothesis testing, product experimentation, regressions, experimentation logic and biases)
- Experience delivering growth on the most important top-line company KPIs
- Experience with prioritizing, communicating and influencing teams

Nice to Have (not required):
- Experience with software development/coding and/or working closely with software engineers.
- Experience with product design, or product wire-framing tools.
- Experience working on platforms with massive adoption
- Experience working on a product that has gone through hyper-growth
So, if you are a Senior Data Scientist with experience, please apply today! OR email your resume to: erinn@cybercoders.com
-
Applicants must be authorized to work in the U.S.


CyberCoders, Inc is proud to be an Equal Opportunity Employer

All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, disability, protected veteran status, or any other characteristic protected by law.

Your Right to Work In compliance with federal law, all persons hired will be required to verify identity and eligibility to work in the United States and to complete the required employment eligibility verification document form upon hire.",133
222,Data Engineer,"Data Engineer

Job Details
Level
Experienced
Job Location
New York (Home Office) - New York, NY
Position Type
Full Time
Education Level
4 Year Degree
Salary Range
Undisclosed
Travel Percentage
Undisclosed
Job Shift
Day
Job Category
Information Technology
Description
Greater New York Mutual Insurance Company (""GNY"") is an A+ rated, financially stable and growing property casualty insurance company with locations throughout the Northeast. We are currently looking for a dynamic and highly motivated Data Engineer for our New York office.

Responsibilities:
Develop, construct, test, and maintain architectures, such as databases and analytic environments and platform required for structured, semi-structured and unstructured data
Design and develop data pipelines that deliver accurate, consistent, and traceable datasets for data science projects
Support regular and ad-hoc data needs for data scientists
Provide recommendations and implement ways to improve data reliability, efficiency, and quality
Qualifications
Bachelorâ€™s or Masterâ€™s degree obtained from an accredited institution preferably in Computer Science, Computer Engineering, and Software Engineering, Data Science, or a related field
3-5 years of professional experience in data science or related field
Experience in database deployment and management and proficient in SQL
Experience in data warehousing and ETL (Extract, Transform, and Load)
Proficient in R, Python, VBA, Excel and Word
Excellent oral and written communication skills",133
223,Sr Data Scientist,"The Senior Data Scientist is responsible for defining, building, and improving statistical models to improve business processes and outcomes in one or more healthcare domains such as Clinical, Enrollment, Claims, and Finance. As part of the broader analytics team, Data Scientist will gather and analyze data to solve and address complex business problems and evaluate scenarios to make predictions on future outcomes and work with the business to communicate and support decision-making. This position requires strong analytical skills and experience in analytic methods including multivariate regressions, hierarchical linear models, regression trees, clustering methods and other complex statistical techniques.

Duties & Responsibilities:

â€¢ Develops advanced statistical models to predict, quantify or forecast various operational and performance metrics in multiple healthcare domains
â€¢ Investigates, recommends, and initiates acquisition of new data resources from internal and external sources
â€¢ Works with multiple teams to support data collection, integration, and retention requirements based on business needs
â€¢ Identifies critical and emerging technologies that will support and extend quantitative analytic capabilities
â€¢ Collaborates with business subject matter experts to select relevant sources of information
â€¢ Develops expertise with multiple machine learning algorithms and data science techniques, such as exploratory data analysis and predictive modeling, graph theory, recommender systems, text analytics and validation
â€¢ Develops expertise with Healthfirst datasets, data repositories, and data movement processes
â€¢ Assists on projects/requests and may lead specific tasks within the project scope
â€¢ Prepares and manipulates data for use in development of statistical models
â€¢ Other duties as assigned

Minimum Qualifications:

-Bachelor's Degree

Preferred Qualifications:

- Masterâ€™s degree in Computer Science or Statistics
Familiarity with major cloud platforms such as AWS and Azure
Healthcare Industry Experience

Minimum Qualifications:

-Bachelor's Degree

Preferred Qualifications:

- Masterâ€™s degree in Computer Science or Statistics
Familiarity with major cloud platforms such as AWS and Azure
Healthcare Industry Experience

WE ARE AN EQUAL OPPORTUNITY EMPLOYER. Applicants and employees are considered for positions and are evaluated without regard to mental or physical disability, race, color, religion, gender, national origin, age, genetic information, military or veteran status, sexual orientation, marital status or any other protected Federal, State/Province or Local status unrelated to the performance of the work involved.

If you have a disability under the Americans with Disability Act or a similar law, and want a reasonable accommodation to assist with your job search or application for employment, please contact us by sending an email to careers@Healthfirst.org or calling 212-519-1798 . In your email please include a description of the accommodation you are requesting and a description of the position for which you are applying. Only reasonable accommodation requests related to applying for a position within Healthfirst Management Services will be reviewed at the e-mail address and phone number supplied. Thank you for considering a career with Healthfirst Management Services.
EEO Law Poster and Supplement",133
